id,objet,famille,type_marche,type_avis,procedure,acheteur,titulaire,departement,date_parution,url_avis
26_26741,"Maintenance, assistance et évolution de l'outil ARES pour les laboratoires d'analyse de la Collectivité de Corse",Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Collectivité de Corse,WESTcom Logiciels & Services,20A,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26741
26_26301,"Accord-cadre multi-attributaires pour les études diagnostiques et de modélisation des unités techniques d'assainissement de la Communauté d'Agglomération de Béthune-Bruay, Artois Lys Romane",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,"Communauté d'Agglomération de Béthune-Bruay, Artois Lys Romane",Groupement AMODIAG ENVIRONNEMENT / OTECH ENVIRONNEMENT | Groupement EGIS EAU / DRIVTEC EST / OTECH ENVIRONNEMENT | Groupement SETEC HYDRATEC / OTECH ENVIRONNEMENT | Groupement V2R INGENIERIE & ENVIRONNEMENT / OTECH ENVIRONNEMENT,62 | 59,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26301
26_26358,Location et maintenance de photocopieurs pour les services de la ville de Nancy et les écoles primaires publiques de la ville de Nancy-.,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Nancy,EST MULTICOPIE,54,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26358
26_26328,Missions de coordonnateur SPS attachées au SDIT de la MEL pour le tramway du pôle métropolitain de Lille et sa couronne (TLC) et son site de maintenance et de remisage (SMR),Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Métropole Européenne de Lille,APAVE INFRASTRUCTURES ET CONSTRUCTION FRANCE,59,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26328
26_26348,Création d'une nouvelle station d'épuration intercommunale sur la commune de Camaret-sur-Aygues - phases candidatures et offres,Marchés européens,TRAVAUX, | 10 | 6,Procédure Négociée,Communauté de communes Aygues Ouvèze en Provence,STEREAU,84,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26348
26_26413,CREATION D'OUVRAGES HYDRAULIQUES DE TAMPONNEMENT SUR LE SYSTEME D'ASSAINISSEMENT D'HENIN-BEAUMONT,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération Hénin Carvin,SADE - COMPAGNIE GENERALE DE TRAVAUX HYDRAULIQUES | EHTP,62,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26413
26_26511,Entretien et surveillance des équipements de traitements des eaux et des réseaux EU et EP,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Service Achats (ACH),SARL HYDROSERVICES DE L'OUEST,44 | 35 | 49 | 85,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26511
26_26214,"Marché public de services pour l’installation et l’exploitation par un prestataire d’un événement estival « Vincennes Estival Club 2026 » - pour le compte de la Ville de Vincennes, dans l’enceinte du",Marchés européens,SERVICES, | 10 | 6,Procédure NC,Mairie de Vincennes,SPORT EVENT AGENCY,94,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26214
26_26107,Prestation de lavage des conteneurs à déchets,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CC DE L OUST A BROCELIANDE COMMUNAUTE,SP ENVIRONNEMENT,56,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26107
26_26130,PORT DE PORT-VENDRES - ACQUISITION D'UN ÉLÉVATEUR À SANGLE POUR LA MANUTENTION DES NAVIRES,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,CONSEIL DEPARTEMENTAL DES PYRENEES-ORIENTALES,ROULEV,66,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26130
26_26132,Entretien des espaces verts et maintenance des réseaux d'arrosage de la commune de Vallauris Golfe-Juan,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Vallauris Golfe-Juan,TERIDEAL TARVEL | BOTANICA JARDINS SERVICES | ROLANDO PAYSAGES,6,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26132
26_26087,Conception et mise en place d'un parcours commenté sur les Obligations Légales de Débroussaillement (OLD),Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Région Provence-Alpes-Côte d'Azur,OFFICE NATIONAL DES FORETS,13,2026-03-15,https://www.boamp.fr/pages/avis/?q=idweb:26-26087
